time,lane_exit_A,lane_exit_B,lane_exit_C,lane_exit_D
49206,12.75,5.82,11.35,10.6
49207,12.75,5.94,11.35,10.6
49208,12.75,5.94,11.35,10.6
49209,12.75,5.94,11.35,10.6
49210,12.75,5.94,11.35,10.6
49211,12.75,5.94,11.35,10.6
49212,12.75,5.94,11.35,10.6
49213,12.75,5.94,11.35,10.6
49214,12.75,5.94,11.35,10.6
49215,12.75,5.94,11.35,10.6
49216,12.75,5.94,11.35,15.72
49217,12.75,5.94,11.35,15.72
49218,12.75,4.9,11.35,15.72
49219,12.75,4.9,11.35,15.72
49220,12.75,4.9,11.35,15.72
49221,12.75,4.9,11.35,15.72
49222,12.75,4.9,11.35,16.23
49223,12.75,4.9,11.35,16.23
49224,12.75,5.6,11.35,16.23
49225,12.75,5.6,11.35,16.23
49226,12.75,5.6,11.35,16.02
49227,12.75,5.6,11.35,16.02
49228,12.75,5.6,11.35,16.02
49229,12.75,5.6,11.35,16.02
49230,12.75,5.6,11.35,16.02
49231,12.75,5.6,11.35,16.02
49232,12.75,5.6,11.35,16.02
49233,12.75,5.6,11.35,16.02
49234,12.75,5.57,11.35,16.02
49235,12.75,5.57,11.35,16.02
49236,12.75,5.57,11.35,16.02
49237,12.75,5.57,11.35,16.02
49238,12.75,5.57,11.35,16.02
49239,12.75,4.78,11.35,16.02
49240,12.75,4.78,11.35,16.02
49241,12.75,4.78,11.35,16.02
49242,12.75,4.78,11.35,16.02
49243,12.75,4.78,11.35,16.02
49244,12.75,4.78,11.35,16.02
49245,12.75,4.78,11.35,16.02
49246,12.75,4.97,11.35,16.02
49247,12.75,4.97,11.35,14.2
49248,12.75,4.97,11.35,14.2
49249,12.75,4.97,11.35,14.2
49250,12.75,4.52,11.35,14.2
49251,12.75,4.52,11.35,14.2
49252,12.75,4.52,11.35,14.2
49253,12.75,4.52,11.35,13.91
49254,12.75,4.52,11.35,13.91
49255,12.75,5.71,7.87,13.91
49256,12.75,5.71,7.87,13.91
49257,12.75,5.71,7.87,13.91
49258,12.75,5.71,7.87,13.91
49259,12.75,5.71,7.29,13.2
49260,12.75,5.54,7.29,13.2
49261,12.75,5.54,7.29,13.2
49262,12.75,5.54,7.29,13.2
49263,12.75,5.54,7.29,13.2
49264,12.75,5.26,7.82,13.2
49265,12.75,5.26,7.82,13.44
49266,12.75,5.26,7.82,13.44
49267,12.75,5.26,7.82,13.44
49268,12.75,5.26,7.82,13.44
49269,12.75,5.26,7.82,13.44
49270,12.75,5.26,7.82,13.66
49271,12.75,5.26,7.82,13.66
49272,12.75,5.26,7.82,13.66
49273,12.75,5.26,7.82,13.66
49274,12.75,5.26,7.82,14.27
49275,12.75,5.26,7.82,14.27
49276,12.75,5.26,7.82,14.27
49277,12.75,5.26,7.82,14.27
49278,12.75,5.26,7.82,14.27
49279,12.75,4.8,7.82,14.27
49280,12.75,4.8,7.82,13.67
49281,12.75,4.8,7.82,13.67
49282,12.75,4.8,7.82,13.67
49283,12.75,4.8,7.82,13.17
49284,12.75,4.85,7.82,13.17
49285,12.75,4.85,7.82,13.17
49286,12.75,4.85,7.82,13.17
49287,12.75,4.85,7.82,13.17
49288,12.75,4.85,7.82,13.55
49289,12.75,4.85,7.82,13.55
49290,12.75,4.85,7.82,13.55
49291,12.75,4.65,7.82,13.77
49292,12.75,4.65,7.82,13.77
49293,12.75,4.65,7.82,13.77
49294,12.75,4.65,7.82,13.77
49295,12.75,4.65,9.57,14.1
49296,12.75,4.14,9.57,14.1
49297,12.75,4.14,9.57,14.1
49298,12.75,4.14,9.57,14.1
49299,12.75,4.14,9.57,14.1
49300,12.75,4.14,9.57,14.1
49301,12.35,4.14,9.57,14.1
49302,12.35,4.14,10.48,13.55
49303,12.35,4.14,10.48,13.55
49304,12.35,4.7,10.48,13.55
49305,12.35,4.7,9.97,13.55
49306,12.35,4.7,9.97,13.79
49307,12.35,4.7,9.97,13.79
49308,12.35,4.27,9.97,13.79
49309,12.35,4.27,9.97,13.79
49310,12.35,4.27,9.97,13.79
49311,12.35,4.27,9.97,13.52
49312,12.35,4.27,9.97,13.52
49313,12.35,4.27,9.97,13.52
49314,12.35,4.27,9.97,13.52
49315,12.35,4.9,9.97,13.52
49316,12.35,4.9,9.97,13.52
49317,12.35,4.9,9.97,13.84
49318,12.35,4.9,9.97,13.84
49319,12.35,4.9,9.97,13.84
49320,12.35,4.9,9.97,13.84
49321,12.35,4.9,9.97,14.61
49322,12.35,4.11,9.97,14.61
49323,12.35,4.11,9.97,14.61
49324,12.35,4.11,9.97,14.64
49325,12.35,4.11,9.97,14.64
49326,12.35,4.11,9.97,14.64
49327,12.35,4.63,9.97,13.15
49328,12.35,4.63,9.97,13.15
49329,12.35,4.63,9.97,13.15
49330,12.35,4.63,9.97,13.15
49331,12.76,4.63,9.97,13.15
49332,12.76,4.13,9.97,13.15
49333,12.76,4.13,9.97,13.15
49334,12.76,4.13,9.97,12.84
49335,12.76,4.13,9.97,12.84
49336,12.76,4.13,9.97,12.84
49337,12.76,4.13,9.97,12.84
49338,12.76,5.01,9.97,12.84
49339,12.76,5.01,9.97,12.84
49340,12.76,5.01,9.97,13.16
49341,12.76,5.01,9.97,13.16
49342,15.75,5.01,9.97,13.16
49343,15.75,5.01,9.97,13.16
49344,15.75,5.01,9.97,13.28
49345,15.75,5.01,9.97,13.28
49346,15.75,5.01,9.97,13.28
49347,15.75,5.01,9.97,13.28
49348,15.75,5.01,9.97,13.28
49349,15.75,5.01,9.97,13.28
49350,15.75,5.01,9.97,13.28
49351,15.75,5.01,9.97,13.24
49352,15.75,5.01,9.97,13.24
49353,15.75,5.01,9.97,13.24
49354,15.75,5.01,9.97,13.62
49355,15.75,5.01,9.97,13.62
49356,15.75,5.01,9.97,13.62
49357,15.75,4.72,9.97,13.62
49358,15.75,4.72,9.97,13.14
49359,15.75,4.72,9.97,13.14
49360,15.75,4.72,9.97,13.14
49361,15.75,4.72,9.97,13.72
49362,15.75,4.72,9.97,13.72
49363,15.75,4.72,9.97,13.72
49364,15.75,4.72,9.97,13.72
49365,15.75,4.99,9.97,13.72
49366,15.75,4.99,9.97,13.24
49367,15.75,4.99,9.97,13.24
49368,15.75,4.99,9.97,13.24
49369,15.75,4.99,9.97,13.24
49370,15.75,4.99,9.97,13.24
49371,15.75,4.99,9.97,13.24
49372,15.75,4.99,9.97,13.24
49373,15.75,4.99,9.97,13.18
49374,15.75,4.99,9.97,13.18
49375,15.75,4.99,9.97,13.18
49376,15.75,4.99,9.97,13.18
49377,15.75,4.99,9.97,12.9
49378,15.75,4.99,9.97,12.9
49379,15.75,4.99,9.97,12.9
49380,15.75,4.99,9.97,12.9
49381,15.75,4.64,9.97,12.54
49382,15.75,4.64,9.97,12.54
49383,15.75,4.64,9.97,12.54
49384,15.75,4.64,9.97,12.54
49385,15.75,4.64,9.97,12.54
49386,15.75,5.0,9.97,12.54
49387,15.75,5.0,9.97,12.54
49388,15.75,5.0,9.97,13.16
49389,15.75,5.0,9.97,13.16
49390,15.75,5.0,9.97,13.16
49391,15.75,5.0,9.97,13.47
49392,15.75,5.0,9.97,13.47
49393,15.75,5.0,9.97,13.47
49394,15.75,5.0,9.97,13.47
49395,15.75,5.0,9.97,13.47
49396,15.75,5.0,9.97,13.47
49397,15.75,5.0,9.97,12.91
49398,15.75,5.0,9.97,12.91
49399,15.75,5.0,9.97,12.91
49400,15.75,5.0,9.97,12.91
49401,15.75,5.0,9.97,12.54
49402,15.75,5.0,9.97,12.54
49403,15.75,5.0,9.97,12.54
49404,15.75,3.93,9.97,12.54
49405,15.75,3.93,9.97,12.54
49406,15.75,3.93,9.97,12.14
49407,15.75,3.93,9.97,12.14
49408,15.75,3.93,9.97,12.14
49409,15.75,3.93,9.97,12.14
49410,15.75,3.93,9.97,11.85
49411,15.75,3.93,9.97,11.85
49412,15.75,4.26,9.97,11.85
49413,13.07,4.26,9.97,12.89
49414,13.07,4.26,9.97,12.89
49415,13.07,4.26,9.97,12.89
49416,13.07,4.26,9.97,12.89
49417,13.07,4.26,9.97,12.89
49418,13.07,4.26,9.97,12.89
49419,13.07,4.26,9.97,12.62
49420,13.07,4.26,9.97,12.62
49421,13.07,4.26,9.97,12.62
49422,13.07,4.26,9.97,12.62
49423,13.07,4.26,9.97,11.96
49424,13.07,4.5,9.97,11.96
49425,13.07,4.5,9.97,11.96
49426,13.07,4.5,9.97,12.78
49427,13.07,4.5,9.97,12.78
49428,13.07,4.5,9.97,12.78
49429,13.07,4.09,9.97,12.78
49430,13.07,4.09,9.97,12.78
49431,13.07,4.09,9.97,12.78
49432,13.07,4.09,9.97,13.07
49433,13.07,4.09,9.97,13.07
49434,13.07,4.71,9.97,13.07
49435,13.07,4.71,9.97,13.05
49436,13.07,4.71,9.97,13.05
49437,13.07,4.71,10.22,13.05
49438,13.07,4.71,10.22,13.05
49439,13.07,4.39,10.22,13.05
49440,13.07,4.39,10.22,13.05
49441,13.07,4.39,10.22,13.05
49442,13.07,4.39,10.22,13.05
49443,13.07,4.39,10.01,13.05
49444,13.07,4.39,10.01,13.05
49445,13.07,4.39,10.01,13.05
49446,13.07,4.39,10.01,13.05
49447,13.07,4.39,10.01,13.05
49448,13.07,4.39,10.01,13.05
49449,13.07,4.39,10.01,17.11
49450,13.07,4.39,10.01,17.11
49451,11.43,4.39,10.01,17.11
49452,11.43,3.61,10.01,17.11
49453,11.43,3.61,10.01,17.11
49454,11.43,3.61,10.01,17.11
49455,10.66,3.61,10.01,17.11
49456,10.66,3.61,10.01,17.11
49457,10.66,3.61,10.01,17.11
49458,10.66,3.61,10.01,17.11
49459,10.75,3.61,10.01,17.11
49460,10.75,3.61,10.01,17.11
49461,10.75,3.61,10.01,17.11
49462,10.75,3.61,10.01,17.11
49463,11.38,3.61,10.01,17.11
49464,11.38,3.61,10.01,17.11
49465,11.38,3.61,10.01,17.11
49466,11.38,3.61,10.01,17.11
49467,11.81,3.61,10.01,17.11
49468,11.81,3.61,10.01,17.11
49469,11.81,3.61,10.01,17.11
49470,11.81,4.03,10.01,17.11
49471,11.81,4.03,10.01,17.11
49472,11.81,4.03,10.01,17.11
49473,11.81,4.03,10.01,17.11
49474,11.81,4.03,10.01,17.11
49475,11.81,4.03,10.01,13.46
49476,11.81,4.03,10.01,13.46
49477,11.81,4.03,10.01,13.46
49478,11.81,4.03,10.01,13.46
49479,12.12,4.03,10.01,13.72
49480,12.12,4.03,10.01,13.72
49481,12.12,4.29,10.01,13.72
49482,12.12,4.29,10.01,13.72
49483,12.12,4.29,10.01,13.26
49484,12.12,4.29,10.01,13.26
49485,12.12,4.29,10.01,13.26
49486,12.12,4.29,10.01,13.26
49487,12.12,4.29,10.01,13.26
49488,12.12,4.01,10.01,13.26
49489,12.38,4.01,10.01,13.16
49490,12.38,4.01,10.01,13.16
49491,12.38,4.01,10.01,13.16
49492,12.38,4.01,10.01,13.16
49493,12.1,4.01,10.01,13.16
49494,12.1,4.01,10.01,13.38
49495,12.1,4.01,10.01,13.38
49496,12.1,4.01,10.01,13.38
49497,12.1,4.01,10.01,13.31
49498,12.1,4.01,10.01,13.31
49499,12.1,4.01,10.01,13.31
49500,12.1,4.01,10.57,13.31
49501,12.1,4.01,10.57,13.62
49502,12.1,4.01,10.57,13.62
49503,12.1,4.01,10.57,13.62
49504,12.1,4.01,10.57,13.62
49505,12.1,4.01,10.57,13.62
49506,12.1,4.01,10.57,13.66
49507,12.1,4.01,10.57,13.66
49508,12.1,4.01,10.57,13.66
49509,12.1,4.22,10.57,14.04
49510,12.1,4.22,10.57,14.04
49511,12.1,4.22,10.57,14.04
49512,12.1,4.22,10.57,14.04
49513,12.1,4.22,10.57,14.04
49514,12.1,5.14,10.57,13.62
49515,12.1,5.14,10.57,13.62
49516,12.1,5.14,10.57,13.62
49517,12.1,5.14,10.57,13.62
49518,12.1,5.14,10.57,13.62
49519,12.1,5.14,10.57,13.62
49520,12.1,5.14,10.57,14.08
49521,12.1,5.14,10.57,14.08
49522,12.1,5.14,10.57,14.08
49523,12.1,5.14,10.57,14.08
49524,12.1,5.14,10.57,14.08
49525,12.1,5.14,10.57,14.84
49526,12.1,5.14,10.57,14.84
49527,12.1,5.14,10.57,14.84
49528,12.1,5.14,10.57,14.84
49529,12.1,5.14,10.57,14.84
49530,12.09,5.14,10.57,14.84
49531,12.09,5.14,10.57,14.15
49532,12.09,5.14,10.57,14.15
49533,12.09,5.14,10.57,14.15
49534,12.09,5.14,10.57,13.4
49535,12.09,5.14,10.57,13.4
49536,12.09,3.94,10.57,13.4
49537,12.09,3.94,10.57,13.4
49538,12.09,3.94,10.57,13.4
49539,12.09,3.94,10.57,13.4
49540,12.09,3.94,10.57,14.51
49541,12.09,3.94,10.57,14.51
49542,12.09,3.94,10.57,14.51
49543,12.09,4.33,10.57,14.51
49544,12.09,4.33,10.57,13.91
49545,15.31,4.33,10.57,13.91
49546,15.31,4.33,10.57,13.91
49547,15.31,4.33,10.57,13.91
49548,15.31,4.33,10.57,13.91
49549,15.31,4.33,10.57,13.91
49550,15.31,4.33,10.57,13.37
49551,15.31,4.33,10.57,13.37
49552,15.31,4.33,10.57,13.37
49553,15.31,4.33,10.57,13.37
49554,15.31,4.33,10.57,13.37
49555,15.31,4.33,10.57,13.37
49556,15.31,4.33,10.57,15.5
49557,15.31,4.33,10.57,15.5
49558,15.31,4.55,10.57,15.5
49559,15.31,4.55,10.57,15.5
49560,15.31,4.55,10.57,15.5
49561,15.31,4.55,10.57,15.4
49562,15.31,4.55,10.57,15.4
49563,15.31,4.94,10.57,15.4
49564,15.31,4.94,10.57,15.4
49565,15.31,4.94,10.57,15.4
49566,15.31,4.94,10.57,15.78
49567,15.31,4.94,10.57,15.78
49568,15.31,4.94,10.57,15.78
49569,15.31,4.94,10.57,14.94
49570,15.31,4.94,10.57,14.94
49571,15.31,4.94,10.57,14.94
49572,15.31,4.94,10.57,15.02
49573,15.31,4.94,10.57,15.02
49574,15.31,4.94,10.57,15.02
49575,15.31,4.94,10.57,15.02
49576,15.31,4.94,10.57,15.02
49577,15.31,4.88,10.57,15.02
49578,15.31,4.88,10.57,15.02
49579,15.31,4.88,10.57,15.02
49580,15.31,4.88,10.57,15.02
49581,15.31,4.23,10.57,15.02
49582,15.31,4.23,10.57,15.02
49583,15.31,4.23,10.57,15.02
49584,15.31,4.23,10.57,15.02
49585,15.31,4.23,10.57,15.02
49586,15.31,4.3,10.57,15.02
49587,15.31,4.3,10.57,15.02
49588,15.31,4.3,10.57,15.02
49589,15.31,4.3,10.57,15.02
49590,15.31,4.3,10.57,15.02
49591,15.31,4.3,10.57,15.02
49592,15.31,4.3,10.57,15.02
49593,15.31,4.3,10.57,15.02
49594,15.31,4.3,10.57,15.02
49595,15.31,4.3,10.57,15.02
49596,15.31,4.3,10.57,17.19
49597,15.31,4.3,10.57,17.19
49598,15.31,4.3,10.57,17.19
49599,15.31,4.3,10.57,17.15
49600,15.31,3.92,10.57,17.15
49601,15.31,3.92,10.57,17.15
49602,15.31,3.92,10.57,17.15
49603,15.31,3.92,10.57,17.17
49604,15.31,3.92,10.57,17.17
49605,15.31,3.92,10.57,17.17
49606,15.31,3.92,10.57,17.17
49607,15.31,3.92,10.57,17.17
49608,15.31,3.92,10.57,17.17
49609,15.31,3.92,10.57,16.85
49610,15.31,5.15,10.57,16.85
49611,15.31,5.15,10.57,16.85
49612,15.31,5.15,10.57,16.85
49613,15.31,5.15,10.57,16.85
49614,12.01,5.15,10.57,16.85
49615,12.01,5.15,7.5,16.85
49616,12.01,5.15,7.5,16.85
49617,12.01,5.48,7.5,16.85
49618,11.93,5.48,7.5,16.85
49619,11.93,5.48,7.5,16.85
49620,11.93,5.48,7.35,16.85
49621,11.93,5.48,7.35,16.85
49622,11.93,4.99,7.35,16.49
49623,11.93,4.99,7.35,16.49
49624,11.93,4.99,7.07,16.49
49625,11.93,4.99,7.07,16.49
49626,11.93,4.99,7.07,16.49
49627,11.93,4.99,7.07,16.49
49628,11.93,4.99,7.07,16.98
49629,11.93,4.99,7.07,16.98
49630,13.17,4.99,7.07,16.98
49631,13.17,4.99,7.07,16.98
49632,13.17,4.99,7.07,16.98
49633,13.17,4.99,7.07,16.98
49634,13.17,4.99,7.07,16.98
49635,12.57,4.99,7.07,16.98
49636,12.57,4.7,7.07,16.98
49637,12.57,4.7,7.07,16.98
49638,13.6,4.7,7.07,16.98
49639,13.6,4.7,7.07,16.98
49640,13.6,4.7,7.07,16.98
49641,13.6,4.7,7.07,16.98
49642,13.6,4.7,7.07,16.98
49643,13.6,5.03,7.07,16.98
49644,13.41,5.03,7.07,16.98
49645,13.41,5.03,7.07,16.98
49646,13.41,5.03,7.07,16.77
49647,13.41,5.03,7.07,16.77
49648,13.41,4.76,7.07,16.77
49649,13.41,4.76,7.07,16.77
49650,13.41,4.76,7.07,17.24
49651,13.41,4.76,7.07,17.24
49652,13.41,4.76,7.07,17.24
49653,13.41,4.76,7.07,17.24
49654,13.41,5.08,7.07,17.24
49655,13.41,5.08,8.23,17.24
49656,13.41,5.08,8.23,17.22
49657,13.41,5.08,8.23,17.22
49658,13.41,5.08,8.23,17.22
49659,13.41,4.59,8.29,17.22
49660,13.41,4.59,8.29,17.22
49661,13.41,4.59,8.29,17.22
49662,13.41,4.59,8.29,16.82
49663,13.41,4.59,8.29,16.82
49664,13.0,4.59,8.29,16.82
49665,13.0,4.59,8.29,16.82
49666,13.0,4.59,8.29,16.82
49667,13.41,4.59,8.29,16.82
49668,13.41,4.59,8.29,16.14
49669,13.41,4.59,8.29,16.14
49670,13.41,4.59,8.29,16.14
49671,13.41,4.59,8.29,16.14
49672,13.41,4.59,8.29,16.14
49673,13.41,5.04,8.29,16.8
49674,13.41,5.04,8.29,16.8
49675,13.41,5.04,8.29,16.8
49676,13.41,5.04,8.29,16.8
49677,13.41,5.04,8.29,17.37
49678,13.41,5.04,8.29,17.37
49679,13.41,5.04,8.29,17.37
49680,13.41,5.04,8.29,16.93
49681,13.41,5.04,8.29,16.93
49682,13.41,5.04,8.29,16.93
49683,13.41,5.04,8.29,16.93
49684,13.41,5.04,8.29,16.09
49685,13.41,5.04,8.29,16.09
49686,13.41,5.04,8.29,16.09
49687,13.41,5.04,8.29,16.09
49688,12.69,5.04,8.29,16.09
49689,12.69,5.04,8.29,16.09
49690,12.69,5.04,8.29,16.75
49691,12.69,5.04,8.29,16.75
49692,12.69,5.04,8.29,16.75
49693,12.69,5.04,8.29,16.75
49694,12.69,5.04,8.29,16.97
49695,12.69,5.04,8.29,16.97
49696,12.69,5.04,8.29,16.97
49697,12.69,5.33,8.29,16.97
49698,12.69,5.33,8.29,17.85
49699,12.69,5.33,8.29,17.85
49700,12.69,5.33,8.29,17.85
49701,12.69,5.33,8.29,17.64
49702,12.69,4.13,8.29,17.64
49703,15.82,4.13,8.29,17.64
49704,15.82,4.13,8.29,17.64
49705,15.82,4.13,7.27,16.32
49706,15.82,4.13,7.27,16.32
49707,15.82,4.77,7.27,16.32
49708,15.82,4.77,7.27,16.32
49709,15.82,4.77,7.2,16.32
49710,15.82,4.77,7.2,16.32
49711,15.82,4.77,7.2,16.29
49712,15.82,4.07,7.2,16.29
49713,15.82,4.07,7.2,16.29
49714,15.82,4.07,7.2,16.29
49715,15.82,4.07,7.2,16.29
49716,15.82,4.07,7.2,16.71
49717,15.82,4.07,7.2,16.71
49718,15.82,4.07,7.2,16.71
49719,15.82,4.07,7.2,16.77
49720,15.82,4.41,7.2,16.77
49721,15.82,4.41,7.2,16.77
49722,15.82,4.41,7.2,16.77
49723,15.82,4.41,7.2,16.77
49724,15.82,4.41,7.2,16.77
49725,15.82,4.41,7.2,16.77
49726,15.82,4.41,7.2,16.77
49727,15.82,4.41,7.2,16.77
49728,15.82,4.41,7.2,16.77
49729,15.82,4.41,7.2,16.77
49730,15.82,3.63,7.2,16.77
49731,15.82,3.63,7.2,16.77
49732,15.82,3.63,7.2,16.77
49733,15.82,3.63,7.2,16.77
49734,15.82,3.63,7.2,16.77
49735,15.82,3.18,7.2,16.77
49736,15.82,3.18,7.2,18.44
49737,15.82,3.18,7.2,18.44
49738,11.97,3.18,7.2,18.44
49739,11.97,3.18,7.2,18.44
49740,11.97,3.18,7.2,18.44
49741,11.97,3.18,7.2,18.44
49742,11.97,3.18,7.2,18.44
49743,12.31,3.18,7.2,18.44
49744,12.31,3.18,7.2,18.44
49745,12.31,3.17,7.2,18.44
49746,12.31,3.17,7.2,18.44
49747,12.31,3.17,7.2,18.44
49748,12.31,3.17,7.2,18.44
49749,12.31,3.17,7.2,18.44
49750,12.31,2.66,7.2,18.44
49751,12.31,2.66,7.2,18.44
49752,12.31,2.66,7.2,18.44
49753,12.31,2.66,7.2,18.44
49754,12.31,2.66,7.39,18.44
49755,12.31,2.66,7.39,18.44
49756,12.31,5.04,7.39,18.44
49757,12.31,5.04,7.39,18.44
49758,12.31,5.04,7.39,18.44
49759,12.31,5.04,7.39,18.44
49760,12.31,5.04,7.39,18.44
49761,12.31,5.04,7.39,18.44
49762,12.31,5.04,7.39,18.44
49763,12.31,5.04,7.39,18.44
49764,12.31,5.04,7.39,18.44
49765,12.31,5.04,7.39,18.44
49766,12.31,5.04,7.39,18.44
49767,12.31,4.16,7.39,18.44
49768,12.31,4.16,7.39,18.1
49769,12.31,4.16,7.39,18.1
49770,12.31,4.16,7.39,18.1
49771,12.31,4.16,7.39,18.1
49772,12.31,4.16,7.39,19.27
49773,12.31,4.16,7.39,19.27
49774,12.31,4.16,7.39,19.27
49775,12.31,4.16,7.39,19.27
49776,12.31,4.16,7.39,19.27
49777,12.31,4.16,7.39,19.27
49778,12.31,4.16,7.39,19.27
49779,12.31,4.16,7.39,19.27
49780,12.31,4.16,7.39,19.27
49781,12.31,4.16,7.39,19.27
49782,12.31,4.16,7.39,19.27
49783,12.31,4.16,7.39,19.27
49784,12.31,4.16,8.67,19.27
49785,12.31,4.16,8.67,19.27
49786,12.31,4.16,8.67,19.27
49787,12.31,4.16,8.67,19.27
49788,12.31,3.94,9.13,19.27
49789,12.31,3.94,9.13,19.27
49790,12.31,3.94,9.13,19.27
49791,12.31,3.94,9.13,19.27
49792,12.31,3.94,7.9,19.27
49793,12.31,3.94,7.9,19.27
49794,12.31,3.94,7.9,19.27
49795,12.31,3.25,7.9,19.27
49796,12.31,3.25,7.9,19.27
49797,12.31,3.25,7.9,18.04
49798,12.31,3.25,7.9,18.04
49799,12.31,3.25,7.9,18.04
49800,12.31,3.25,7.9,18.04
49801,12.31,3.74,7.9,18.04
49802,12.31,3.74,7.9,18.04
49803,12.31,3.74,7.9,18.04
49804,12.31,3.74,7.9,18.04
49805,12.31,3.74,7.9,18.04
49806,12.31,3.74,7.9,18.04
49807,12.31,3.74,7.9,18.04
49808,12.31,3.74,7.9,18.04
49809,12.31,3.74,7.9,18.04
49810,12.31,3.74,7.9,18.04
49811,12.31,3.74,7.9,18.04
49812,12.31,3.74,7.9,18.04
49813,12.31,3.74,7.9,18.04
49814,12.31,3.0,7.9,18.04
49815,12.31,3.0,7.9,18.04
49816,12.31,3.0,7.9,18.04
49817,12.31,3.0,7.9,18.04
49818,12.31,3.0,7.9,18.04
49819,12.31,3.0,7.9,18.04
49820,12.31,3.0,7.9,18.04
49821,12.31,3.77,7.9,18.04
49822,12.31,3.77,7.9,18.04
49823,12.31,3.77,7.9,18.04
49824,12.31,3.77,7.9,18.04
49825,12.31,3.77,7.9,18.04
49826,12.31,3.77,7.9,18.04
49827,12.31,2.96,7.9,18.04
49828,12.31,2.96,7.9,18.04
49829,12.31,2.96,7.9,18.04
49830,12.31,2.96,7.9,18.04
49831,12.31,2.96,7.9,18.04
49832,12.31,2.96,7.9,18.04
49833,12.31,2.96,7.9,18.04
49834,12.31,2.96,7.9,18.04
49835,12.31,3.47,7.9,18.04
49836,12.31,3.47,7.9,18.04
49837,12.31,3.47,7.9,18.04
49838,12.31,3.47,7.9,18.04
49839,12.31,3.47,7.9,18.04
49840,12.31,3.47,7.9,18.04
49841,12.31,4.43,7.9,18.26
49842,12.31,4.43,7.9,18.26
49843,12.31,4.43,7.9,18.26
49844,12.31,4.43,7.9,18.26
49845,12.31,4.43,7.9,18.73
49846,12.31,4.43,7.9,18.73
49847,12.31,4.43,7.9,18.73
49848,12.31,3.5,7.9,18.73
49849,12.31,3.5,7.9,18.73
49850,12.31,3.5,7.9,18.73
49851,12.31,3.5,7.9,18.73
49852,12.31,3.5,7.9,18.73
49853,12.31,3.5,7.9,18.73
49854,12.31,3.57,7.9,18.73
49855,12.31,3.57,7.9,18.73
49856,12.31,3.57,7.9,18.73
49857,12.31,3.57,7.9,18.73
49858,12.31,3.57,7.9,18.73
49859,12.31,3.57,7.9,18.73
49860,12.31,3.57,7.9,18.73
49861,12.31,4.16,7.9,18.73
49862,12.31,4.16,7.9,16.96
49863,12.31,4.16,7.9,16.96
49864,12.31,4.16,7.9,16.96
49865,12.31,4.16,7.9,17.37
49866,12.31,4.16,7.9,17.37
49867,12.31,4.16,7.9,17.37
49868,12.31,4.16,7.9,17.37
49869,12.31,4.45,7.9,16.62
49870,12.31,4.45,7.9,16.62
49871,12.31,4.45,7.9,16.62
49872,12.31,4.45,7.9,16.62
49873,12.31,5.09,7.9,16.31
49874,12.31,5.09,7.9,16.31
49875,12.31,5.09,7.9,16.31
49876,12.31,5.09,7.9,16.31
49877,12.31,5.09,7.9,16.31
49878,12.31,5.09,7.9,16.31
49879,12.31,5.09,7.9,16.31
49880,12.31,5.09,7.9,16.31
49881,12.31,5.09,7.9,16.31
49882,12.31,5.09,7.9,16.31
49883,12.31,5.09,7.9,16.31
49884,12.31,4.19,7.9,16.31
49885,12.31,4.19,7.9,16.31
49886,12.31,4.19,7.9,16.31
49887,12.31,4.19,7.9,17.13
49888,12.31,4.19,7.9,17.13
49889,12.31,4.14,7.9,17.13
49890,12.31,4.14,7.9,16.68
49891,12.31,4.14,7.9,16.68
49892,12.31,4.14,7.9,16.68
49893,12.31,4.14,7.9,16.68
49894,12.31,4.14,7.9,16.68
49895,12.31,4.14,7.9,16.06
49896,12.31,4.24,7.9,16.06
49897,12.31,4.24,7.9,16.06
49898,12.31,4.24,7.9,16.66
49899,12.31,4.24,7.9,16.66
49900,12.31,4.24,7.9,16.66
49901,12.31,4.72,7.9,16.66
49902,12.31,4.72,7.9,16.66
49903,12.31,4.72,7.9,17.04
49904,12.31,4.72,7.9,17.04
49905,12.31,4.72,7.9,17.04
49906,12.31,4.72,7.9,17.04
49907,12.31,4.72,7.9,17.04
49908,12.31,4.72,7.9,16.14
49909,12.31,4.72,7.9,16.14
49910,12.31,4.72,7.9,16.14
49911,12.31,4.15,7.9,16.14
49912,12.31,4.15,7.9,16.3
49913,12.31,4.15,7.9,16.3
49914,12.31,4.15,7.9,16.3
49915,12.31,4.15,7.9,17.28
49916,12.31,5.2,7.9,17.28
49917,12.31,5.2,7.9,17.28
49918,12.31,5.2,7.9,15.87
49919,12.31,5.2,7.9,15.87
49920,12.31,5.2,7.9,15.87
49921,12.31,5.2,7.9,15.87
49922,12.31,4.61,7.9,15.87
49923,12.31,4.61,7.9,16.13
49924,12.31,4.61,7.9,16.13
49925,12.31,4.61,7.9,16.13
49926,12.31,5.58,7.9,16.13
49927,12.31,5.58,7.9,16.13
49928,12.31,5.58,7.9,16.13
49929,12.31,5.58,7.9,16.13
49930,12.31,5.58,7.9,16.13
49931,12.31,5.58,7.9,16.13
49932,12.31,5.58,7.9,16.13
49933,12.31,5.58,7.9,16.13
49934,12.31,5.58,7.9,16.13
49935,12.31,5.58,7.9,16.13
49936,12.31,5.58,7.9,16.13
49937,12.31,5.58,7.9,16.13
49938,12.31,5.58,7.9,18.23
49939,12.31,5.05,7.9,18.23
49940,12.31,5.05,7.9,18.23
