time,lane_exit_A,lane_exit_C,lane_exit_D,lane_exit_E
18816,20.81,24.63,16.98,23.89
18817,20.81,24.63,16.98,23.89
18818,20.81,24.63,16.98,23.89
18819,20.81,24.63,16.43,23.89
18820,20.81,24.63,16.43,23.89
18821,20.81,24.63,16.43,23.89
18822,20.81,24.63,16.78,23.89
18823,20.81,24.63,16.78,23.89
18824,20.81,24.63,16.78,23.89
18825,20.81,24.63,16.54,23.89
18826,20.81,24.63,16.54,23.89
18827,20.81,24.63,16.54,23.89
18828,20.81,24.63,16.54,23.89
18829,20.81,24.63,16.54,23.89
18830,20.81,24.63,16.54,23.89
18831,20.81,24.63,16.5,23.89
18832,20.81,24.63,16.5,23.89
18833,20.81,24.63,16.5,23.89
18834,20.81,24.63,16.5,23.89
18835,20.81,24.63,16.5,23.89
18836,20.81,24.63,16.5,23.89
18837,20.81,24.63,16.5,23.89
18838,20.81,24.63,16.11,23.89
18839,20.81,24.63,16.11,23.89
18840,20.81,24.63,16.11,23.89
18841,20.81,24.63,16.11,23.89
18842,20.81,24.63,16.7,23.89
18843,20.81,24.63,16.7,23.89
18844,20.81,24.63,16.7,23.89
18845,20.81,24.63,16.7,23.89
18846,20.81,24.63,15.39,23.89
18847,20.81,24.63,15.39,23.89
18848,20.81,24.63,15.39,23.89
18849,20.81,24.63,16.99,23.89
18850,20.81,24.63,16.99,23.89
18851,20.81,24.63,16.99,23.89
18852,20.81,24.63,16.99,23.89
18853,20.81,24.63,16.99,23.89
18854,20.81,24.63,16.99,23.89
18855,20.81,24.63,16.99,23.89
18856,20.81,24.63,16.99,23.89
18857,20.81,24.63,16.99,23.89
18858,20.81,24.63,16.99,23.89
18859,20.81,24.63,16.99,23.89
18860,20.81,24.63,16.99,23.89
18861,20.81,24.63,16.99,23.89
18862,20.81,24.63,16.99,23.89
18863,20.81,24.63,16.99,23.89
18864,20.81,24.63,16.99,23.89
18865,20.81,24.63,16.99,23.89
18866,20.81,24.63,16.99,23.89
18867,20.81,24.63,16.99,23.89
18868,20.81,24.63,16.99,23.89
18869,20.81,24.63,16.99,23.89
18870,20.81,24.63,16.99,23.89
18871,20.81,24.63,16.99,23.89
18872,20.81,24.63,16.99,23.89
18873,20.81,24.63,16.99,23.89
18874,20.81,24.63,16.99,23.89
18875,20.81,24.63,16.99,23.89
18876,20.81,24.63,16.99,23.89
18877,20.81,24.63,16.99,23.89
18878,20.81,24.63,16.99,23.89
18879,20.81,24.63,16.99,23.89
18880,20.81,24.63,16.99,23.89
18881,20.81,24.63,16.99,23.89
18882,20.81,24.63,16.99,23.89
18883,20.81,24.63,16.99,23.89
18884,20.81,24.63,16.99,23.89
18885,20.81,24.63,16.99,23.89
18886,20.81,24.63,16.99,23.89
18887,20.81,24.63,16.99,23.89
18888,20.81,24.63,16.99,23.89
18889,20.81,24.63,16.99,23.89
18890,20.81,24.63,16.99,23.89
18891,20.81,24.63,16.99,23.89
18892,20.81,24.63,16.99,23.89
18893,20.81,24.63,16.99,23.89
18894,20.81,24.63,16.99,23.89
18895,20.81,24.63,16.99,23.89
18896,20.81,24.63,16.99,23.89
18897,20.81,24.63,16.99,23.89
18898,20.81,24.63,16.99,23.89
18899,20.81,24.63,16.99,23.89
18900,20.81,24.63,16.99,23.89
18901,20.81,24.63,16.99,23.89
18902,20.81,24.63,16.99,23.89
18903,20.81,24.63,16.99,23.89
18904,20.81,24.63,16.99,23.89
18905,20.81,24.63,16.99,23.89
18906,20.81,24.63,16.99,23.89
18907,20.81,24.63,16.99,23.89
18908,20.81,24.63,16.99,23.89
18909,20.81,24.63,16.99,23.89
18910,20.81,24.63,16.99,23.89
18911,20.81,24.63,16.99,23.89
18912,20.81,24.63,16.99,23.89
18913,20.81,24.63,16.99,23.89
18914,20.81,24.63,16.99,23.89
18915,20.81,24.63,16.99,23.89
18916,20.81,24.63,16.99,23.89
18917,20.81,24.63,16.99,23.89
18918,20.81,24.63,17.51,23.89
18919,20.81,24.63,17.51,23.89
18920,20.81,24.63,17.51,23.89
18921,20.81,24.63,17.51,23.89
18922,20.81,24.63,17.51,23.89
18923,20.81,24.63,17.51,23.89
18924,20.81,24.63,17.51,23.89
18925,20.81,24.63,17.51,23.89
18926,20.81,24.63,17.51,23.89
18927,20.81,24.63,17.51,23.89
18928,20.81,24.63,17.51,23.89
18929,20.81,24.63,17.51,23.89
18930,20.81,24.63,17.51,23.89
18931,20.81,24.63,17.51,23.89
18932,20.81,24.63,17.51,23.89
18933,20.81,24.63,17.51,23.89
18934,20.81,24.63,17.51,23.89
18935,20.81,24.63,17.51,23.89
18936,20.81,24.63,17.51,23.89
18937,20.81,24.63,17.51,23.89
18938,20.81,24.63,17.51,23.89
18939,20.81,24.63,17.51,23.89
18940,20.81,24.63,17.51,23.89
18941,20.81,24.63,17.51,23.89
18942,20.81,24.63,17.51,23.89
18943,20.81,24.63,17.51,23.89
18944,20.81,24.63,17.51,23.89
18945,20.81,24.63,17.51,23.89
18946,20.81,24.63,17.51,23.89
18947,20.81,24.63,17.51,23.89
18948,20.81,24.63,17.51,23.89
18949,20.81,24.63,17.51,23.89
18950,20.81,24.63,17.51,23.89
18951,20.81,24.63,17.51,23.89
18952,20.81,24.63,17.51,23.89
18953,20.81,24.63,17.51,23.89
18954,20.81,24.63,17.51,23.89
18955,20.81,24.63,17.51,23.89
18956,20.81,24.63,17.51,23.89
18957,20.81,24.63,17.51,23.89
18958,20.81,24.63,17.51,23.89
18959,20.81,24.63,17.51,23.89
18960,20.81,24.63,17.51,23.89
18961,20.81,24.63,17.51,23.89
18962,20.81,24.63,17.51,23.89
18963,20.81,24.63,17.51,23.89
18964,20.81,24.63,17.51,23.89
18965,20.81,24.63,17.51,23.89
18966,20.81,24.63,17.51,23.89
18967,20.81,24.63,17.51,23.89
18968,20.81,24.63,17.51,23.89
18969,20.81,24.63,17.51,23.89
18970,20.81,24.63,17.51,23.89
18971,20.81,24.63,17.51,23.89
18972,20.81,24.63,17.51,23.89
18973,20.81,24.63,17.51,23.89
18974,20.81,24.63,17.51,23.89
18975,20.81,24.63,17.51,23.89
18976,20.81,24.63,17.51,23.89
18977,20.81,24.63,17.51,23.89
18978,20.81,24.63,17.51,23.89
18979,20.81,24.63,17.51,23.89
18980,20.81,24.63,17.51,23.89
18981,20.81,24.63,17.51,23.89
18982,20.81,24.63,17.51,23.89
18983,20.81,24.63,17.51,23.89
18984,20.81,24.63,17.51,23.89
18985,20.81,24.63,17.51,23.89
18986,20.81,24.63,17.51,23.89
18987,20.81,24.63,17.51,23.89
18988,20.81,24.63,17.51,23.89
18989,20.81,24.63,17.51,23.89
18990,20.81,24.63,17.51,23.89
18991,20.81,24.63,17.51,23.89
18992,20.81,24.63,17.51,23.89
18993,20.81,24.63,17.51,23.89
18994,20.81,24.63,17.51,23.89
18995,20.81,24.63,17.51,23.89
18996,20.81,24.63,17.51,23.89
18997,20.81,24.63,17.51,23.89
18998,20.81,24.63,17.51,23.89
18999,20.81,24.63,17.51,23.89
19000,20.81,24.63,17.51,23.89
19001,20.81,24.63,17.51,23.89
19002,20.81,24.63,17.51,23.89
19003,20.81,24.63,17.51,23.89
19004,20.81,24.63,17.51,23.89
19005,20.81,24.63,17.51,23.89
19006,20.81,24.63,17.51,23.89
19007,20.81,24.63,17.51,23.89
19008,20.81,24.63,17.51,23.89
19009,20.81,24.63,17.51,23.89
19010,20.81,24.63,17.51,23.89
19011,20.81,24.63,17.51,23.89
19012,20.81,24.63,15.67,23.89
19013,20.81,24.63,15.67,23.89
19014,20.81,24.63,15.67,23.89
19015,20.81,24.63,15.67,23.89
19016,20.81,24.63,15.67,23.89
19017,20.81,24.63,15.67,23.89
19018,20.81,24.63,15.67,23.89
19019,20.81,24.63,15.67,23.89
19020,20.81,24.63,15.67,23.89
19021,20.81,24.63,15.67,23.89
19022,20.81,24.63,15.67,23.89
19023,20.81,24.63,15.67,23.89
19024,20.81,24.63,15.67,23.89
19025,20.81,24.63,15.67,23.89
19026,20.81,24.63,15.67,23.89
19027,20.81,24.63,15.67,23.89
19028,20.81,24.63,15.67,23.89
19029,20.81,24.63,15.67,23.89
19030,20.81,24.63,15.67,23.89
19031,20.81,24.63,15.67,23.89
19032,20.81,24.63,15.67,23.89
19033,20.81,24.63,15.67,23.89
19034,20.81,24.63,15.67,23.89
19035,20.81,24.63,15.67,23.89
19036,20.81,24.63,15.67,23.89
19037,20.81,24.63,15.67,23.89
19038,20.81,24.63,15.67,23.89
19039,20.81,24.63,15.67,23.89
19040,20.81,24.63,15.67,23.89
19041,20.81,24.63,15.67,23.89
19042,20.81,24.63,15.67,23.89
19043,20.81,24.63,15.67,23.89
19044,20.81,24.63,15.67,23.89
19045,20.81,24.63,15.67,23.89
19046,20.81,24.63,15.67,23.89
19047,20.81,24.63,15.67,23.89
19048,20.81,24.63,15.67,23.89
19049,20.81,24.63,15.67,23.89
19050,20.81,24.63,15.67,23.89
19051,20.81,24.63,15.67,23.89
19052,20.81,24.63,15.67,23.89
19053,20.81,24.63,15.67,23.89
19054,20.81,24.63,15.67,23.89
19055,20.81,24.63,15.67,23.89
19056,20.81,24.63,15.67,23.89
19057,20.81,24.63,15.67,23.89
19058,20.81,24.63,15.67,23.89
19059,20.81,24.63,15.67,23.89
19060,20.81,24.63,15.67,23.89
19061,20.81,24.63,15.67,23.89
19062,20.81,24.63,15.67,23.89
19063,20.81,24.63,15.67,23.89
19064,20.81,24.63,15.67,23.89
19065,20.81,24.63,15.67,23.89
19066,20.81,24.63,15.67,23.89
19067,20.81,24.63,15.67,23.89
19068,20.81,24.63,15.67,23.89
19069,20.81,24.63,14.88,23.89
19070,20.81,24.63,14.88,23.89
19071,20.81,24.63,14.88,23.89
19072,20.81,24.63,14.88,23.89
19073,20.81,24.63,14.88,23.89
19074,20.81,24.63,14.88,23.89
19075,20.81,24.63,15.27,23.89
19076,20.81,24.63,15.27,23.89
19077,20.81,24.63,15.27,23.89
19078,20.81,24.63,15.27,23.89
19079,20.81,24.63,15.02,23.89
19080,20.81,24.63,15.02,23.89
19081,20.81,24.63,15.02,23.89
19082,20.81,24.63,15.03,23.89
19083,20.81,24.63,15.03,23.89
19084,20.81,24.63,15.03,23.89
19085,20.81,24.63,15.03,23.89
19086,20.81,24.63,15.03,23.89
19087,20.81,24.63,14.67,23.89
19088,20.81,24.63,14.67,23.89
19089,20.81,24.63,14.67,23.89
19090,20.81,24.63,14.69,23.89
19091,20.81,24.63,14.69,23.89
19092,20.81,24.63,14.69,21.74
19093,20.81,24.63,14.69,21.74
19094,20.81,24.63,14.69,21.74
19095,20.81,24.63,14.69,21.74
19096,20.81,24.63,14.69,21.74
19097,20.81,24.63,14.69,21.74
19098,20.81,24.63,14.69,21.74
19099,20.81,24.63,14.69,21.74
19100,20.81,24.63,14.69,21.74
19101,20.81,24.63,14.69,21.74
19102,20.81,24.63,14.69,21.74
19103,20.81,24.63,14.69,21.74
19104,20.81,24.63,14.69,21.74
19105,20.81,24.63,14.69,21.74
19106,20.81,24.63,14.69,21.74
19107,20.81,24.63,14.69,21.74
19108,20.81,24.63,14.69,21.74
19109,20.81,24.63,14.69,21.74
19110,20.81,24.63,14.69,21.74
19111,20.81,24.63,14.69,21.74
19112,20.81,24.63,14.69,21.74
19113,20.81,24.63,14.69,21.74
19114,20.81,24.63,14.69,21.74
19115,20.81,24.63,14.69,21.74
19116,20.81,24.63,14.69,21.74
19117,20.81,24.63,14.69,21.74
19118,20.81,24.63,14.69,21.74
19119,20.81,24.63,14.69,21.74
19120,20.81,24.63,14.69,21.74
19121,20.81,24.63,14.69,21.74
19122,20.81,24.63,14.69,21.74
19123,20.81,24.63,14.69,21.74
19124,20.81,24.63,14.69,21.74
19125,20.81,24.63,14.69,21.74
19126,20.81,24.63,14.69,21.74
19127,20.81,24.63,14.69,21.74
19128,20.81,24.63,14.69,21.74
19129,20.81,24.63,14.69,21.74
19130,20.81,24.63,14.69,21.74
19131,20.81,24.63,14.69,21.74
19132,20.81,24.63,14.69,21.74
19133,20.81,24.63,14.69,21.74
19134,20.81,24.63,14.69,21.74
19135,20.81,24.63,14.69,21.74
19136,20.81,24.63,14.69,21.74
19137,20.81,24.63,14.69,21.74
19138,20.81,24.63,14.69,21.74
19139,20.81,24.63,14.69,21.74
19140,20.81,24.63,14.69,21.74
19141,20.81,24.63,15.48,21.74
19142,20.81,24.63,15.48,21.74
19143,20.81,24.63,15.48,21.74
19144,20.81,24.63,14.85,21.74
19145,20.81,24.63,14.85,21.74
19146,20.81,24.63,14.85,21.74
19147,20.81,24.63,14.85,21.74
19148,20.81,24.63,15.24,21.74
19149,20.81,24.63,15.24,21.74
19150,20.81,24.63,15.24,21.74
19151,20.81,24.63,15.24,21.74
19152,20.81,24.63,15.25,21.74
19153,20.81,24.63,15.25,21.74
19154,20.81,24.63,15.25,21.74
19155,20.81,24.63,15.25,21.74
19156,20.81,24.63,16.6,21.74
19157,20.81,24.63,16.6,21.74
19158,20.81,24.63,16.6,21.74
19159,20.81,24.63,17.11,21.74
19160,20.81,24.63,17.11,21.74
19161,20.81,24.63,17.11,21.74
19162,20.81,24.63,17.11,21.74
19163,20.81,24.63,17.11,21.74
19164,20.81,24.63,14.4,21.74
19165,20.81,24.63,14.4,21.74
19166,20.81,24.63,14.4,21.74
19167,20.81,24.63,14.4,21.74
19168,20.81,24.63,14.68,21.74
19169,20.81,24.63,14.68,21.74
19170,20.81,24.63,14.68,21.74
19171,20.81,24.63,14.68,21.74
19172,20.81,24.63,15.65,21.74
19173,20.81,24.63,15.65,21.74
19174,20.81,24.63,15.65,21.74
19175,20.81,24.63,15.65,21.74
19176,20.81,24.63,15.65,21.74
19177,20.81,24.63,15.65,21.74
19178,20.81,24.63,15.65,21.74
19179,20.81,24.63,15.43,21.74
19180,20.81,24.63,15.43,21.74
19181,20.81,24.63,15.43,21.74
19182,20.81,24.63,15.43,21.74
19183,20.81,24.63,15.43,21.74
19184,20.81,24.63,15.72,21.74
19185,20.81,24.63,15.72,21.74
19186,20.81,24.63,15.72,21.74
19187,20.81,24.63,15.72,21.74
19188,20.81,24.63,15.72,21.74
19189,20.81,24.63,15.23,21.74
19190,20.81,24.63,15.23,21.74
19191,20.81,24.63,15.23,21.74
19192,20.81,24.63,15.23,21.74
19193,20.81,24.63,15.23,21.74
19194,20.81,24.63,14.8,21.74
19195,20.81,24.63,14.8,21.74
19196,20.81,24.63,14.8,21.74
19197,20.81,24.63,14.8,21.74
19198,20.81,24.63,14.8,21.74
19199,20.81,24.63,14.8,15.95
19200,20.81,24.63,15.79,15.95
19201,20.81,24.63,15.79,15.95
19202,20.81,24.63,15.79,15.95
19203,20.81,24.63,15.73,15.95
19204,20.81,24.63,15.73,15.95
19205,20.81,24.63,15.73,15.95
19206,20.81,24.63,15.73,15.95
19207,20.81,24.63,15.73,15.95
19208,20.81,24.63,15.73,15.95
19209,20.81,24.63,15.73,15.95
19210,20.81,24.63,15.73,15.95
19211,20.81,24.63,17.17,15.95
19212,20.81,24.63,17.17,15.95
19213,20.81,24.63,17.17,15.95
19214,20.81,24.63,17.17,15.95
19215,20.81,24.63,17.17,15.95
19216,20.81,24.63,17.17,15.95
19217,20.81,24.63,17.17,15.95
19218,20.81,24.63,17.17,15.95
19219,20.81,24.63,17.17,15.95
19220,20.81,24.63,17.17,15.95
19221,20.81,24.63,17.17,15.95
19222,20.81,24.63,17.17,15.95
19223,20.81,24.63,17.17,15.95
19224,20.81,24.63,17.17,15.95
19225,20.81,24.63,17.17,15.95
19226,20.81,24.63,17.17,15.95
19227,20.81,24.63,17.17,15.95
19228,20.81,24.63,17.17,15.95
19229,20.81,24.63,15.5,15.95
19230,20.81,24.63,15.5,15.95
19231,20.81,24.63,15.5,15.95
19232,20.81,24.63,15.5,15.95
19233,20.81,24.63,15.5,15.95
19234,20.81,24.63,15.86,15.95
19235,20.81,24.63,15.86,15.95
19236,20.81,24.63,15.86,15.95
19237,20.81,24.63,15.86,15.95
19238,20.81,24.63,15.86,15.95
19239,20.81,24.63,15.86,15.95
19240,20.81,24.63,15.86,15.95
19241,20.81,24.63,15.86,15.95
19242,20.81,24.63,15.86,15.95
19243,20.81,24.63,15.86,15.95
19244,20.81,24.63,15.86,15.95
19245,20.81,24.63,16.66,15.95
19246,20.81,24.63,16.66,15.95
19247,20.81,24.63,16.66,15.95
19248,20.81,24.63,16.66,15.95
19249,20.81,24.63,16.66,15.95
19250,20.81,24.63,16.66,15.95
19251,20.81,24.63,16.66,15.95
19252,20.81,24.63,16.66,15.95
19253,20.81,24.63,16.66,15.95
19254,20.81,24.63,16.66,15.95
19255,20.81,24.63,16.66,15.95
19256,20.81,24.63,16.66,15.95
19257,20.81,24.63,16.66,15.95
19258,20.81,24.63,16.66,15.95
19259,20.81,24.63,16.66,15.95
19260,20.81,24.63,16.66,15.95
19261,20.81,24.63,16.66,15.95
19262,20.81,24.63,16.66,15.95
19263,20.81,24.63,16.66,15.95
19264,20.81,24.63,16.66,15.95
19265,20.81,24.63,16.66,15.95
19266,20.81,24.63,16.66,15.95
19267,20.81,24.63,16.66,15.95
19268,20.81,24.63,16.66,15.95
19269,20.81,24.63,16.66,15.95
19270,20.81,24.63,16.66,15.95
19271,20.81,24.63,16.66,15.95
19272,20.81,24.63,16.66,15.95
19273,20.81,24.63,16.66,15.95
19274,20.81,24.63,16.66,15.95
19275,20.81,24.63,16.66,15.95
19276,20.81,24.63,16.66,15.95
19277,20.81,24.63,16.66,15.95
19278,20.81,24.63,16.66,15.95
19279,20.81,24.63,16.66,15.95
19280,20.81,24.63,16.66,15.95
19281,20.81,24.63,16.66,15.95
19282,20.81,24.63,16.66,15.95
19283,20.81,24.63,16.66,15.95
19284,20.81,24.63,16.66,15.95
19285,20.81,24.63,16.66,15.95
19286,20.81,24.63,16.66,15.95
19287,20.81,24.63,16.66,15.95
19288,20.81,24.63,16.66,15.95
19289,20.81,24.63,16.66,15.95
19290,20.81,24.63,16.66,15.95
19291,20.81,24.63,16.66,15.95
19292,20.81,24.63,16.66,15.95
19293,20.81,24.63,16.66,15.95
19294,20.81,24.63,16.66,15.95
19295,20.81,24.63,16.66,15.95
19296,20.81,24.63,16.66,15.95
19297,20.81,24.63,16.66,15.95
19298,20.81,24.63,16.66,15.95
19299,20.81,24.63,16.66,15.95
19300,20.81,24.63,16.66,15.95
19301,20.81,24.63,16.66,15.95
19302,20.81,24.63,16.66,15.95
19303,20.81,24.63,16.66,15.95
19304,20.81,24.63,16.66,15.95
19305,20.81,24.63,16.66,15.95
19306,20.81,24.63,16.66,15.95
19307,20.81,24.63,16.66,15.95
19308,20.81,24.63,16.66,15.95
19309,20.81,24.63,16.66,15.95
19310,20.81,24.63,16.66,15.95
19311,20.81,24.63,16.66,15.95
19312,20.81,24.63,16.66,15.95
19313,20.81,24.63,16.66,15.95
19314,20.81,24.63,16.66,15.95
19315,20.81,24.63,16.66,15.95
19316,20.81,24.63,16.66,15.95
19317,20.81,24.63,16.66,15.95
19318,20.81,24.63,16.66,15.95
19319,20.81,24.63,16.66,15.95
19320,20.81,24.63,16.66,15.95
19321,20.81,24.63,16.66,15.95
19322,20.81,24.63,16.66,15.95
19323,20.81,24.63,16.66,15.95
19324,20.81,24.63,16.66,15.95
19325,20.81,24.63,16.66,15.95
19326,20.81,24.63,16.66,15.95
19327,20.81,24.63,16.66,15.95
19328,20.81,24.63,16.66,15.95
19329,20.81,24.63,16.66,15.95
19330,20.81,24.63,16.66,15.95
19331,20.81,24.63,16.66,15.95
19332,20.81,24.63,16.66,15.95
19333,20.81,24.63,16.66,15.95
19334,20.81,24.63,16.66,15.95
19335,20.81,24.63,16.66,15.95
19336,20.81,24.63,16.66,15.95
19337,20.81,24.63,16.66,15.95
19338,20.81,24.63,16.66,15.95
19339,20.81,24.63,16.66,15.95
19340,20.81,24.63,16.66,15.95
19341,20.81,24.63,16.66,15.95
19342,20.81,24.63,16.66,15.95
19343,20.81,24.63,16.66,15.95
19344,20.81,24.63,16.66,15.95
19345,20.81,24.63,16.66,15.95
19346,20.81,24.63,16.66,15.95
19347,20.81,24.63,16.66,15.95
19348,20.81,24.63,16.66,15.95
19349,20.81,24.63,16.66,15.95
19350,20.81,24.63,16.66,15.95
19351,20.81,24.63,16.66,15.95
19352,20.81,24.63,16.66,15.95
19353,20.81,24.63,14.8,15.95
19354,20.81,24.63,14.8,15.95
19355,20.81,24.63,14.8,15.95
19356,20.81,24.63,14.8,15.95
19357,20.81,24.63,14.8,15.95
19358,20.81,24.63,15.3,15.95
19359,20.81,24.63,15.3,15.95
19360,20.81,24.63,15.3,15.95
19361,20.81,24.63,14.15,15.95
19362,20.81,24.63,14.15,15.95
19363,20.81,24.63,14.15,15.95
19364,20.81,24.63,14.15,15.95
19365,20.81,24.63,15.1,15.95
19366,20.81,24.63,15.1,15.95
19367,20.81,24.63,15.1,15.95
19368,20.81,24.63,14.47,15.95
19369,20.81,24.63,14.47,17.82
19370,20.81,24.63,14.47,17.82
19371,20.81,24.63,14.47,17.82
19372,20.81,24.63,15.95,17.82
19373,20.81,24.63,15.95,17.82
19374,20.81,24.63,15.95,17.82
19375,20.81,24.63,14.3,17.82
19376,20.81,24.63,14.3,17.82
19377,20.81,24.63,14.3,17.82
19378,20.81,24.63,14.3,17.82
19379,20.81,24.63,14.3,17.82
19380,20.81,24.63,14.3,17.82
19381,20.81,24.63,14.3,17.82
19382,20.81,24.63,14.3,17.82
19383,20.81,24.63,14.3,17.82
19384,20.81,24.63,14.3,17.82
19385,20.81,24.63,14.3,17.82
19386,20.81,24.63,14.3,17.82
19387,20.81,24.63,14.3,17.82
19388,20.81,24.63,14.3,17.82
19389,20.81,24.63,14.3,17.82
19390,20.81,24.63,14.3,17.82
19391,20.81,24.63,14.3,17.82
19392,20.81,24.63,14.3,17.82
19393,20.81,24.63,14.3,17.82
19394,20.81,24.63,14.3,17.82
19395,20.81,24.63,14.3,17.82
19396,20.81,24.63,14.3,17.82
19397,20.81,24.63,14.3,17.82
19398,20.81,24.63,14.3,17.82
19399,20.81,24.63,14.3,17.82
19400,20.81,24.63,14.3,17.82
19401,20.81,24.63,14.3,17.82
19402,20.81,24.63,14.3,17.82
19403,20.81,24.63,14.3,17.82
19404,20.81,24.63,14.3,17.82
19405,20.81,24.63,14.3,17.82
19406,20.81,24.63,14.3,17.82
19407,20.81,24.63,14.3,17.82
19408,20.81,24.63,14.3,17.82
19409,20.81,24.63,14.3,17.82
19410,20.81,24.63,14.3,17.82
19411,20.81,24.63,14.3,17.82
19412,20.81,24.63,14.3,17.82
19413,20.81,24.63,14.3,17.82
19414,20.81,24.63,14.3,17.82
19415,20.81,24.63,14.3,17.82
19416,20.81,24.63,14.3,17.82
19417,20.81,24.63,14.3,17.82
19418,20.81,24.63,14.3,17.82
19419,20.81,24.63,14.3,17.82
19420,20.81,24.63,14.3,17.82
19421,20.81,24.63,14.3,17.82
19422,20.81,24.63,14.3,17.82
19423,20.81,24.63,14.3,17.82
19424,20.81,24.63,14.3,17.82
19425,20.81,24.63,14.3,17.82
19426,20.81,24.63,14.3,17.82
19427,20.81,24.63,14.3,17.82
19428,20.81,24.63,14.3,17.82
19429,20.81,24.63,14.3,17.82
19430,20.81,24.63,14.3,17.82
19431,20.81,24.63,14.3,17.82
19432,20.81,24.63,14.3,17.82
19433,20.81,24.63,14.3,17.82
19434,20.81,24.63,14.3,17.82
19435,20.81,24.63,14.3,17.82
19436,20.81,24.63,14.3,17.82
19437,20.81,24.63,14.3,17.82
19438,20.81,24.63,14.3,17.82
19439,20.81,24.63,14.3,17.82
19440,20.81,24.63,14.3,17.82
19441,20.81,24.63,14.3,17.82
19442,20.81,24.63,14.3,17.82
19443,20.81,24.63,14.3,17.82
19444,20.81,24.63,19.66,17.82
19445,20.81,24.63,19.66,17.82
19446,20.81,24.63,19.66,17.82
19447,20.81,24.63,19.66,17.82
19448,20.81,24.63,19.66,17.82
19449,20.81,24.63,19.66,17.82
19450,20.81,24.63,19.66,17.82
19451,20.81,24.63,19.66,17.82
19452,20.81,24.63,19.66,17.82
19453,20.81,24.63,19.66,17.82
19454,20.81,24.63,19.66,17.82
19455,20.81,24.63,19.66,17.82
19456,20.81,24.63,19.66,17.82
19457,20.81,24.63,19.66,17.82
19458,20.81,24.63,19.66,17.82
19459,20.81,24.63,19.66,17.82
19460,20.81,24.63,19.66,17.82
19461,20.81,24.63,19.66,17.82
19462,20.81,24.63,19.66,17.82
19463,20.81,24.63,19.66,17.82
19464,20.81,24.63,19.66,17.82
19465,20.81,24.63,19.66,17.82
19466,20.81,24.63,19.66,17.82
19467,20.81,24.63,19.66,17.82
19468,20.81,24.63,19.66,17.82
19469,20.81,28.45,19.66,17.82
19470,20.81,28.45,19.66,17.82
19471,20.81,28.45,19.66,17.82
19472,20.81,28.45,19.66,17.82
19473,20.81,28.45,19.66,17.82
19474,20.81,28.45,19.66,17.82
19475,20.81,28.45,19.66,17.82
19476,20.81,28.45,19.66,17.82
19477,20.81,28.45,19.66,17.82
19478,20.81,28.45,19.66,17.82
19479,20.81,28.45,19.66,17.82
19480,20.81,28.45,19.66,17.82
19481,20.81,28.45,19.66,17.82
19482,20.81,28.45,19.66,17.82
19483,20.81,28.45,19.66,17.82
19484,20.81,28.45,19.66,17.82
19485,20.81,28.45,19.66,17.82
19486,20.81,28.45,19.66,17.82
19487,20.81,28.45,19.66,17.82
19488,20.81,28.45,19.66,17.82
19489,20.81,28.45,19.66,17.82
19490,20.81,28.45,19.66,17.82
19491,20.81,28.45,19.66,17.82
19492,20.81,28.45,19.66,17.82
19493,20.81,28.45,19.66,17.82
19494,20.81,28.45,19.66,17.82
19495,20.81,28.45,19.66,17.82
19496,20.81,28.45,19.66,17.82
19497,20.81,28.45,19.66,17.82
19498,20.81,28.45,19.66,17.82
19499,20.81,28.45,19.66,17.82
19500,20.81,28.45,19.66,17.82
19501,20.81,28.45,19.66,17.82
19502,20.81,28.45,19.66,17.82
19503,20.81,28.45,19.66,17.82
19504,20.81,28.45,19.66,17.82
19505,20.81,28.45,19.66,17.82
19506,20.81,28.45,19.66,17.82
19507,20.81,28.45,19.66,17.82
19508,20.81,28.45,19.66,17.82
19509,20.81,28.45,19.66,17.82
19510,20.81,28.45,19.66,17.82
19511,20.81,28.45,19.66,17.82
19512,20.81,28.45,19.66,17.82
19513,20.81,28.45,19.66,17.82
19514,20.81,28.45,19.66,17.82
19515,20.81,28.45,19.66,17.82
19516,20.81,28.45,19.66,17.82
19517,20.81,28.45,19.66,17.82
19518,20.81,28.45,19.66,17.82
19519,20.81,28.45,19.66,17.82
19520,20.81,28.45,19.66,17.82
19521,20.81,28.45,19.66,17.82
19522,20.81,28.45,19.66,17.82
19523,20.81,28.45,19.66,17.82
19524,20.81,28.45,19.66,17.82
19525,20.81,19.8,19.66,17.82
19526,20.81,19.8,19.66,17.82
19527,20.81,19.8,19.66,17.82
19528,20.81,19.8,19.66,17.82
19529,20.81,19.8,19.66,17.82
19530,20.81,19.8,19.66,17.82
19531,20.81,19.8,16.66,17.82
19532,20.81,19.8,16.66,17.82
19533,20.81,19.8,16.66,17.82
19534,20.81,19.8,16.66,17.82
19535,20.81,19.8,16.66,17.82
19536,20.81,19.8,16.66,17.82
19537,20.81,19.8,16.66,17.82
19538,20.81,19.8,16.66,17.82
19539,20.81,19.8,16.66,17.82
19540,20.81,19.8,16.66,17.5
19541,20.81,19.8,16.66,17.5
19542,20.81,19.8,16.66,17.5
19543,20.81,19.8,16.66,17.5
19544,20.81,19.8,16.66,17.5
19545,20.81,19.8,16.66,17.5
19546,20.81,19.8,16.66,17.5
19547,20.81,19.8,16.66,17.5
19548,20.81,19.8,16.66,17.5
19549,20.81,19.8,16.66,17.5
19550,20.81,19.8,16.66,17.5
